Linea,Grupo,Tipo,Codigo,DETALLE,CostoTxt
Sin Linea,Tubos de Espuma,TUBO 38X58,01768BL,Tubo38x58mm-Aluminio BLANCO-15x2m,42.23
Sin Linea,Tubos de Espuma,TUBO 38X58,01768C,Tubo38x58mm-Aluminio-15x2m,115.54
Sin Linea,Tubos de Espuma,TUBO 38X58,01768CP,Tubo38x58mm-Aluminio-15x2m-PROMOCION,0
Sin Linea,Tubos de Espuma,TUBO 43X63,01769A,Tubo43x63mm-10x2m,35.46
Sin Linea,Tubos de Espuma,TUBO 43X63,01769AE,TUBO43X63 Extrusión,0.78
Sin Linea,Tubos de Espuma,TUBO 43X63,01769AP,Tubo43x63mm-10x2m-PROMOCION,0
Sin Linea,Tubos de Espuma,TUBO 43X63,01769AS,Tubo43x63mm-10x2m (Saladillo),27.46
Sin Linea,Tubos de Espuma,TUBO 43X63,01769ASC,Tira43x63mm-10x2m (Saladillo)-,33.37
Sin Linea,Tubos de Espuma,TUBO 43X63,01769B,Tubo43x63mm-60 tiras x 2m,141.95
Sin Linea,Tubos de Espuma,TUBO 43X63,01769BL,Tubo43x63mm-Aluminio BLANCO-10x2m,0
Sin Linea,Tubos de Espuma,TUBO 43X63,01769C,Tubo43x63mm-Aluminio-20x2m-Exportación,0
Sin Linea,Tubos de Espuma,TUBO 43X63,01769CS,Tubo43x63mm-Aluminio-10x2m-IND. SALADILLO,0
Sin Linea,Tubos de Espuma,TUBO 43X63,01769D,Tubo43x63mm-Aluminio-10x2m,149.18
Sin Linea,Tubos de Espuma,TUBO 43X63,01769DP,Tubo43x63mm-Aluminio-10x2m-PROMOCION,0
Sin Linea,Tubos de Espuma,TUBO 43X73,01769E,Tubo43x73mm-10x2m (Saladillo),0
Sin Linea,Tubos de Espuma,TUBO 43X73,01769EC,Tira43x73mm-10x2m (Saladillo)-,0
Sin Linea,Tubos de Espuma,TUBO 45X70,01770A,Tubo45x70mm-50x2.5mt,0
Sin Linea,Tubos de Espuma,TUBO 45X70,01770AE,TUBO 45X70 Extrusión,0
Sin Linea,Tubos de Espuma,TUBO 51X71,01771A,Tubo51x71mm-10x2m,58.77
Sin Linea,Tubos de Espuma,TUBO 51X71,01771AE,TUBO 51X71 Extrusión,3.06
Sin Linea,Tubos de Espuma,TUBO 51X71,01771AP,Tubo51x71mm-10x2m-PROMOCION,0
Sin Linea,Tubos de Espuma,TUBO 51X71,01771AS,Tubo51x71mm-10x2m (Saladillo),89.07
Sin Linea,Tubos de Espuma,TUBO 51X71,01771ASC,Tira51x71mm-10x2m (Saladillo)-,56.03
Sin Linea,Tubos de Espuma,TUBO 51X71,01771B,Tubo51x71mm-45x2m,113.34
Sin Linea,Tubos de Espuma,TUBO 51X71,01771BL,Tubo51x71mm-Aluminio BLANCO-10x2m,1.57
Sin Linea,Tubos de Espuma,TUBO 51X71,01771C,Tubo51x71mm-Aluminio-10x2m,336.9
Sin Linea,Tubos de Espuma,TUBO 51X71,01771CP,Tubo51x71mm-Aluminio-10x2m-PROMOCION,0
Sin Linea,Tubos de Espuma,TUBO 51X71,01771CS,Tubo51x71mm-Aluminio-10x2m-IND. SALADILLO,0
Sin Linea,Tubos de Espuma,TUBO 51X71,01771D,Tubo51x71mm-Blanco,0.97
Sin Linea,Tubos de Espuma,TUBO 51X81,01771ES,Tubo51x81mm-10x2m (Saladillo),95.31
Sin Linea,Tubos de Espuma,TUBO 51X81,01771ESC,Tira51x81mm-10x2m (Saladillo)-,95.31
Sin Linea,Tubos de Espuma,TUBO 52X82,01772A,Tubo52x82mm-30x2m-Amarillo,84.07
Sin Linea,Tubos de Espuma,TUBO 52X92,01772AA,Tubo52x92mm-30x2m Amarillo C/Alum.Raf.,1829.44
Sin Linea,Tubos de Espuma,TUBO 52X82,01772AB,Tubo52x82mm-30x2m-Azul,32.6
Sin Linea,Tubos de Espuma,TUBO 52X82,01772AC,Tubo52x82mm-30x2m-Rojo,51.6
Sin Linea,Tubos de Espuma,TUBO 52X82,01772AD,Tubo52x82mm-30x2m-Verde,72.75
Sin Linea,Tubos de Espuma,TUBO 52X92,01772AE,TUBO52X92 Extrusión,2.02
Sin Linea,Tubos de Espuma,TUBO 52X82,01772AM,Tubo52x82mm-Colores-Tirasx2m,0
Sin Linea,Tubos de Espuma,TUBO 52X92,01772C,Tubo52x92mm-Blanco-C/Aluminio,0
Sin Linea,Tubos de Espuma,TUBO 64X84,01773A,Tubo64x84mm-7x2m,30.35
Sin Linea,Tubos de Espuma,TUBO 64X84,01773AB,Tubo64x84mm-35x2m,412.2
Sin Linea,Tubos de Espuma,TUBO 64X84,01773AE,TUBO 64X84 Extrusión,0
Sin Linea,Tubos de Espuma,TUBO 64X84,01773AP,Tubo64x84mm-7x2m-PROMOCION,0
Sin Linea,Tubos de Espuma,TUBO 64X84,01773AS,Tubo64x84mm-7x2m (Saladillo),110.79
Sin Linea,Tubos de Espuma,TUBO 64X84,01773ASC,Tira64x84mm-7x2m (Saladillo)-,65.97
Sin Linea,Tubos de Espuma,TUBO 64X94,01773B,Tubo64x94mm-7x2m,0
Sin Linea,Tubos de Espuma,TUBO 64X94,01773BS,Tubo64x94mm-7x2m (Saladillo),43.64
Sin Linea,Tubos de Espuma,TUBO 64X94,01773BSC,Tira64x94mm-7x2m (Saladillo)-,43.64
Sin Linea,Tubos de Espuma,TUBO 64X84,01773CS,Tubo64x84mm-Aluminio-7x2m (Saladillo),0
Sin Linea,Tubos de Espuma,TUBO 79X99,01774A,Tubo79x99mm-5x2m,0
Sin Linea,Tubos de Espuma,TUBO 79X99,01774AE,TUBO79X99 Extrusión,0
Sin Linea,Tubos de Espuma,TUBO 79X99,01774AS,Tubo79x99mm-5x2m (Saladillo),67.52
Sin Linea,Tubos de Espuma,TUBO 79X99,01774ASC,Tira79x99mm-5x2m (Saladillo)-,54.06
Sin Linea,Tubos de Espuma,TUBO 79X109,01774B,Tubo79x109mm-5x2m,49.54
Sin Linea,Tubos de Espuma,TUBO 79X109,01774BC,Tira79x109mm-5x2m-,49.54
Sin Linea,Tubos de Espuma,TUBO 89X109,01774C,TUBO89X109 (5TIRAS X 2M),0
Sin Linea,Tubos de Espuma,TUBO 79X99,01774CS,Tubo79x99mm-5x2m IND SALADILLO,0
Sin Linea,Tubos de Espuma,TUBO 42X78,01775A,Tubo42x78 Descentrado 40 X 2M,0
Sin Linea,Tubos de Espuma,TUBO 17X55,01775BE,TUBO17X55 EXTRUSION COLOR(100),0
Sin Linea,Tubos de Espuma,TUBO 45X65,01776A,Tubo45x65mm-50x2.5m,108.38
Sin Linea,Tubos de Espuma,TUBO 45X65,01776AE,TUBO 45X65 Extrusión,0.79
Sin Linea,Tubos de Espuma,"COVERTHOR 1/2""",01776B,"Coverthor 1/2"" 30x2m",36.66
Sin Linea,Tubos de Espuma,"COVERTHOR 1/2""",01776BA,"Coverthor 1/2"" Aluminizado 30x2m",114.24
Sin Linea,Tubos de Espuma,"COVERTHOR 1/2""",01776BAC,"CoverTira 1/2"" Aluminizado 30x2m",71.64
Sin Linea,Tubos de Espuma, ,01776BAZ,"Coverthor 1/2"" Aluminizado NO CONFORME",0
Sin Linea,Tubos de Espuma,"COVERTHOR 1/2""",01776BB,"Coverthor 1/2""-Aluminio Interperie-25x2m (Saladillo)",212.25
Sin Linea,Tubos de Espuma,"COVERTHOR 1/2""",01776BBC,"CoverTira 1/2""-Aluminio-25x2m (Saladillo) - Const-",126.72
Sin Linea,Tubos de Espuma,"COVERTHOR 1/2""",01776BC,"CoverTira 1/2"" 30x2m-",36.16
Sin Linea,Tubos de Espuma,"COVERTHOR 1/2""",01776BE,"Coverthor 1/2""  Extrusión",0.72
Sin Linea,Tubos de Espuma, ,01776BS,( 25 x 41) Extrusión,0.89
Sin Linea,Tubos de Espuma, ,01776C,Coverthor,0
Sin Linea,Tubos de Espuma,"COVERTHOR 3/4""",01777B,"Coverthor 3/4"" 25x2m",22.65
Sin Linea,Tubos de Espuma,"COVERTHOR 3/4""",01777BA,"Coverthor 3/4"" Aluminizado 25x2m",107.62
Sin Linea,Tubos de Espuma,"COVERTHOR 3/4""",01777BAC,"CoverTira 3/4"" Aluminizado 25x2m-",47.75
Sin Linea,Tubos de Espuma,"COVERTHOR 3/4""",01777BB,"Coverthor 3/4""-Aluminio Interperie-20x2m (Saladillo)",313.71
Sin Linea,Tubos de Espuma,"COVERTHOR 3/4""",01777BBC,"CoverTira 3/4""-Aluminio-20x2m (Saladillo)-",104.41
Sin Linea,Tubos de Espuma,"COVERTHOR 3/4""",01777BC,"CoverTira 3/4"" 25x2m-",32.63
Sin Linea,Tubos de Espuma,"COVERTHOR 3/4""",01777BE,"COVERTHOR 3/4""  Extrusión",0.57
Sin Linea,Tubos de Espuma, ,01777BS,(31 X 47) Extrusión,1.01
Sin Linea,Tubos de Espuma,"COVERTHOR 1""",01778B,"Coverthor 1"" 20x2m",26.31
Sin Linea,Tubos de Espuma,"COVERTHOR 1""",01778BA,"Coverthor 1"" Aluminizado 20x2m",98.66
Sin Linea,Tubos de Espuma,"COVERTHOR 1""",01778BAC,"CoverTira 1"" Aluminizado 20x2m-",53.54
Sin Linea,Tubos de Espuma,"COVERTHOR 1""",01778BB,"Coverthor 1""-Aluminio Interperie-15x2m (Saladillo)",203.42
Sin Linea,Tubos de Espuma,"COVERTHOR 1""",01778BBC,"CoverTira 1""-Aluminio-15x2m (Saladillo)-",69.05
Sin Linea,Tubos de Espuma,"COVERTHOR 1""",01778BC,"CoverTira 1"" 20x2m-",31.13
Sin Linea,Tubos de Espuma,"COVERTHOR 1""",01778BE,"COVERTHOR 1""  Extrusión",0.69
Sin Linea,Tubos de Espuma, ,01778BS,(38 x 54) Extrusión,3.65
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/4""",01779B,"Coverthor 1 1/4"" 15x2m",27.94
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/4""",01779BA,"Coverthor 1 1/4"" Aluminizado 15x2m",166.08
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/4""",01779BAC,"CoverTira 1 1/4"" Aluminizado 15x2m-",37.85
Sin Linea,Tubos de Espuma, ,01779BAZ,"Coverthor 1 1/4"" Aluminizado NO CONFORME",0
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/4""",01779BB,"Coverthor 1 1/4""-Aluminio Interperie-10x2m (Saladillo)",225.34
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/4""",01779BBC,"CoverTira 1 1/4""-Aluminio-10x2m (Saladillo)-",114.31
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/4""",01779BC,"CoverTira 1 1/4"" 15x2m-",1.06
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/4""",01779BE,"COVERTHOR 1 1/4""  Extrusión",1.2
Sin Linea,Tubos de Espuma, ,01779BS,(46 x 62) Extrusión,2.17
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/2""",01780B,"Coverthor 1 1/2"" 10x2m",31.94
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/2""",01780BA,"Coverthor 1 1/2"" Aluminizado 10x2m",114.22
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/2""",01780BAC,"CoverTira 1 1/2"" Aluminizado 10x2m-",68.57
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/2""",01780BB,"Coverthor 1 1/2""-Aluminio Interperie-10x2m (Saladillo)",132.31
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/2""",01780BBC,"CoverTira 1 1/2""-Aluminio-10x2m (Saladillo)-",109.84
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/2""",01780BC,"CoverTira 1 1/2"" 10x2m-",5.32
Sin Linea,Tubos de Espuma,"COVERTHOR 1 1/2""",01780BE,"COVERTHOR 1 1/2""  Extrusión",1.63
Sin Linea,Tubos de Espuma, ,01780BS,(53 x 69) Extrusión,2.06
Sin Linea,Tubos de Espuma,"COVERTHOR 2""",01781B,"Coverthor 2"" 7x2m",63.68
Sin Linea,Tubos de Espuma,"COVERTHOR 2""",01781BA,"Coverthor 2"" Aluminizado 7x2m",70.97
Sin Linea,Tubos de Espuma,"COVERTHOR 2""",01781BAC,"CoverTira 2"" Aluminizado 7x2m-",22.86
Sin Linea,Tubos de Espuma,"COVERTHOR 2""",01781BB,"Coverthor 2""-Aluminio Interperie-7x2m (Saladillo)",289.43
Sin Linea,Tubos de Espuma,"COVERTHOR 2""",01781BBC,"CoverTira 2""-Aluminio-7x2m (Saladillo)-",134
Sin Linea,Tubos de Espuma,"COVERTHOR 2""",01781BC,"CoverTira 2"" 7x2m-",33.24
Sin Linea,Tubos de Espuma,"COVERTHOR 2 1/2""",01782B,"Coverthor 2 1/2"" 5x2m",71.22
Sin Linea,Tubos de Espuma,"COVERTHOR 2 1/2""",01782BA,"Coverthor 2 1/2"" Aluminizado 5x2m",151.91
Sin Linea,Tubos de Espuma,"COVERTHOR 2 1/2""",01782BAC,"CoverTira 2 1/2"" Aluminizado 5x2m-",26.96
Sin Linea,Tubos de Espuma,"COVERTHOR 2 1/2""",01782BB,"Coverthor 2 1/2""-Aluminio Interperie-5x2m (Saladillo)",141.08
Sin Linea,Tubos de Espuma,"COVERTHOR 2 1/2""",01782BBC,"CoverTira 2 1/2""-Aluminio-5x2m (Saladillo)-",68.31
Sin Linea,Tubos de Espuma,"COVERTHOR 2 1/2""",01782BC,"CoverTira 2 1/2"" 5x2m-",17.33
Sin Linea,Tubos de Espuma,"COVERTHOR 3""",01783B,"Coverthor 3"" 4x2m",203.92
Sin Linea,Tubos de Espuma,"COVERTHOR 3""",01783BA,"Coverthor 3"" Aluminizado 4x2m",56.74
Sin Linea,Tubos de Espuma,"COVERTHOR 3""",01783BAC,"CoverTira 3"" Aluminizado 4x2m-",35.33
Sin Linea,Tubos de Espuma,"COVERTHOR 3""",01783BB,"Coverthor 3""-Aluminio Interperie-3x2m (Saladillo)",124.25
Sin Linea,Tubos de Espuma,"COVERTHOR 3""",01783BBC,"CoverTira 3""-Aluminio-3x2m (Saladillo)-",12.45
Sin Linea,Tubos de Espuma,"COVERTHOR 3""",01783BC,"CoverTira 3"" 4x2m-",19.18
Sin Linea,Tubos de Espuma,"COVERTHOR 4""",01784B,"Coverthor 4"" 3x2m",96.81
Sin Linea,Tubos de Espuma,"COVERTHOR 4""",01784BA,"Coverthor 4"" Aluminizado 3x2m",98.13
Sin Linea,Tubos de Espuma,"COVERTHOR 4""",01784BAC,"CoverTira 4"" Aluminizado 3x2m-",52.98
Sin Linea,Tubos de Espuma,"COVERTHOR 4""",01784BB,"Coverthor 4""-Aluminio Interperie-3x2m (Saladillo)",45.65
Sin Linea,Tubos de Espuma,"COVERTHOR 4""",01784BBC,"CoverTira 4""-Aluminio-3x2m (Saladillo)-",208.49
Sin Linea,Tubos de Espuma,"COVERTHOR 4""",01784BC,"CoverTira 4"" 3x2m-",33.03
Sin Linea,Tubos de Espuma,TUBO 15X35,01786A,Tubo15x35mm-150x2m,0.9
Sin Linea,Tubos de Espuma,TUBO 15X35,01786AE,Tubo 15x35mm Extrusión,0.17
Sin Linea,Tubos de Espuma,TUBO 15X35,01786B,Tubo15x35mm-10x2m,0
Sin Linea,Tubos de Espuma, ,01786BA,XXXXXXXXX,0
Sin Linea,Tubos de Espuma,TUBO 22X42,01786BE,Tubo22x42mm  Extrusión,0.6
Sin Linea,Tubos de Espuma,TUBO 15X35,01786C,Tubo15x35mm-Aluminio-150x2m,0
Sin Linea,Tubos de Espuma, ,01786CA,XXXXXXXXXXXXX,0
Sin Linea,Tubos de Espuma,TUBO 28X48,01786CE,TUBO 28x48mm  Extrusión,0.29
Sin Linea,Tubos de Espuma, ,01786D,Tubo15x35mm-Aluminio-10x2m,18.15
Sin Linea,Tubos de Espuma,TUBO 117X137,01787A,TUBO 117X137MM (X 3TIRAS X 2M),0
Sin Linea,Tubos de Espuma,TUBO 117X137,01787AS,Tubo117x137mm-3x2m (Saladillo),61.77
Sin Linea,Tubos de Espuma,TUBO 117X137,01787ASC,Tira117x137mm-3x2m (Saladillo)-,61.77
Sin Linea,Tubos de Espuma,TUBO 117X147,01787B,Tubo117x147mm-3x2m,32.36
Sin Linea,Tubos de Espuma,TUBO 117X147,01787BS,Tubo117x147mm-3x2m (Saladillo),0
Sin Linea,Tubos de Espuma,TUBO 117X147,01787BSC,Tira117x147mm-3x2m (Saladillo)-,0
Sin Linea,Tubos de Espuma,TUBO 7X27,01788A,Tubo7x27mm-50x2m,73.34
Sin Linea,Tubos de Espuma,TUBO 7X27,01788AC,Tubo7x27mm-200 tiras x 2m,379.59
Sin Linea,Tubos de Espuma,TUBO 7X27,01788AD,Tubo7x27mm-200x2.4m,224.18
Sin Linea,Tubos de Espuma,TUBO 7X27,01788AE,TUBO 7X27  Extrusión,0.61
Sin Linea,Tubos de Espuma,TUBO 7X27,01788AP,Tubo7x27mm-50x2m-PROMOCION,0
Sin Linea,Tubos de Espuma,"COVERTHOR 3/8""",01788B,"Coverthor 3/8"" 30x2m",27.14
Sin Linea,Tubos de Espuma,"COVERTHOR 3/8""",01788BA,"Coverthor 3/8"" Aluminizado 30x2m",83.9
Sin Linea,Tubos de Espuma,"COVERTHOR 3/8""",01788BAC,"CoverTira 3/8"" Aluminizado 30x2m-",62.94
Sin Linea,Tubos de Espuma,"COVERTHOR 3/8""",01788BB,"Coverthor 3/8""-Aluminio Interperie-30x2m (Saladillo)",680.93
Sin Linea,Tubos de Espuma,"COVERTHOR 3/8""",01788BBC,"CoverTira 3/8""-Aluminio-30x2m (Saladillo)-",233.57
Sin Linea,Tubos de Espuma,"COVERTHOR 3/8""",01788BC,"CoverTira 3/8"" 30x2m-",20.42
Sin Linea,Tubos de Espuma,"COVERTHOR 3/8""",01788BE,"COVERTHOR 3/8""  Extrusión",0.71
Sin Linea,Tubos de Espuma,TUBO 7X27,01788BL,Tubo7x27mm-Aluminio BLANCO-50x2m,0
Sin Linea,Tubos de Espuma, ,01788BS,(21 x 37) Extrusión,0.17
Sin Linea,Tubos de Espuma,TUBO 7X27,01788C,Tubo7x27mm-Aluminio-50x2m,929.29
Sin Linea,Tubos de Espuma,TUBO 7X27,01788CP,Tubo7x27mm-Aluminio-50x2m-PROMOCION,0
Sin Linea,Tubos de Espuma,TUBO 90X120,01789A,Tubo90x120mm (5x3m),632.16
Sin Linea,Tubos de Espuma,TUBO 63X83,01790A,Tubo63x83mm-Aluminio-7x2m,137.35
Sin Linea,Tubos de Espuma,TUBO 63X83,01790AP,Tubo63x83mm-Aluminio-7x2m-PROMOCION,0
Sin Linea,Tubos de Espuma,TUBO 63X83,01790BL,Tubo63x83mm-Aluminio BLANCO-7x2m,0
Sin Linea,Tubos de Espuma,TUBO 35X65,01791A,TUBO 35X65 - 15X2MTS,97.2
Sin Linea,Tubos de Espuma,TUBO 35X65,01791AE,TUBO 35X65  Extrusión,0.52
Sin Linea,Tubos de Espuma,TUBO 35X65,01791AS,Tubo35x65mm-15x2m (Saladillo),132.08
Sin Linea,Tubos de Espuma,TUBO 35X65,01791ASC,Tira35x65mm-15x2m (Saladillo)-,132.08
Sin Linea,Tubos de Espuma,TUBO 22X42,01792A,Tubo22x42mm-120x2m,1.8
Sin Linea,Tubos de Espuma,TUBO 22X42,01792AA,Tubo22x42mm-25x2m,53.37
Sin Linea,Tubos de Espuma,TUBO 22X42,01792AC,Tubo22x42mm-Aluminio-120x2m,0
Sin Linea,Tubos de Espuma,TUBO 22X42,01792B,Tubo22x42mm-10x2m,0
Sin Linea,Tubos de Espuma,TUBO 22X42,01792C,Tubo22x42mm-Aluminio-20x2m,0
Sin Linea,Tubos de Espuma,TUBO 28X48,01793A,Tubo28x48mm-90x2m,2.7
Sin Linea,Tubos de Espuma,TUBO 28X48,01793AC,Tubo28x48mm-Aluminio-90x2m,0
Sin Linea,Tubos de Espuma, ,01793B,Tubo28x48mm-20x2m,0
Sin Linea,Tubos de Espuma, ,01793C,Tubo28x48mm-Aluminio-20x2m,0
Sin Linea,SIN GRUPO, ,04794,BCCI- Pe. TRIUNFO REF.742021,0
Sin Linea,Tubos de Espuma, ,01794A,Tubo76x96mm-Aluminio Exportacion,0
Sin Linea,Tubos de Espuma, ,01795A,Tubo89x109mm-Aluminio Exportacion,0
Sin Linea,Tubos de Espuma,TUBOS,01796A,Tubos Medidas Especiales,1.16
Sin Linea,Tubos de Espuma,TUBO 55X75,01796AA,Tubo55x75mm Conformado Gris (Tiras de 2m),0
Sin Linea,Tubos de Espuma,TUBO 55X95,01796AB,Tubo55x95mm Conformado Gris (Tiras de 2m),0
Sin Linea,Tubos de Espuma,TUBO 75X115,01796AC,Tubo75x115mm Conformado Gris (Tiras de 2m),0
Sin Linea,Tubos de Espuma,TUBO 90X130,01796AD,Tubo90X130mm Conformado Gris (Tiras de 2m),0
Sin Linea,Tubos de Espuma,TUBO 60X80,01796AE,Tubo60x80mm-15x2m,0
Sin Linea,Tubos de Espuma,TUBO 76X96,01796AF,Tubo76x96mm-12x2m,56.85
Sin Linea,Tubos de Espuma,TUBO 102X122,01796AG,Tubo102x122mm-21x2m,0
Sin Linea,Tubos de Espuma,TUBO 14x24,01797A,Tubo 14x24 (Rollo x 50m),0
Sin Linea,Tubos de Espuma, ,01797AE,Tubo 14x24  Extrusión,0
Sin Linea,Tubos de Espuma,TUBO 20x30,01797B,Tubo 20x30 (Rollo x 50m),51.78
Sin Linea,Tubos de Espuma, ,01797BE,Tubo 20x30  Extrusión,20.39
Sin Linea,Tubos de Espuma,TUBO 25x35,01798A,Tubo25x35mm-30x2m,23.02
Sin Linea,Tubos de Espuma,TUBO 25x35,01798AE,Tubo25x35mm-Largo 2.25m Extrusión,0.12
Sin Linea,Tubos de Espuma,TUBO 25x35,01798AL,Tubo25x35mm-30x2.25m,29.71
Sin Linea,SIN GRUPO, ,01801C,LEG.ISO.D.CRESTA- 0.6x10mm-Al,0
Sin Linea,SIN GRUPO, ,01801D,LEG.ISO.D.CRESTA-0.6X50MM IGN,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E5,01850A,Lamina-E5-5mm (x25m),151.95
Sin Linea,SIN GRUPO, ,04850A,DEVOLUCION DE LAMINAS P/ AIRE ACOND.,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E5,01850AZ,E 5 NO CONFORME,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E5,01850B,Lamina-E5-5mm PROMOCION,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E10,01851A,Lamina-E10-10mm (x25m),256.52
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E10,01851AZ,E 10 NO CONFORME,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E10,01851B,Lamina-E10-10mm PROMOCION,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E15,01852A,Lamina-E15-15mm (x25m),440.56
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E20,01852AA,Lamina-E20-20mm (x25m),829.31
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E20,01852AB,Lamina-E20-20mm PROMOCION,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E15,01852AZ,E 15 NO CONFORME,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA E15,01852B,Lamina-E15-15mm PROMOCION,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A5,01853A,Lamina-A5-5mm-Aluminizado (x25m),128.21
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A5,01853AB,Lamina-A5-5mm-Aluminizado-Autoadhesivo (x25m),0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A5,01853ABZ,Lamina-A5-5mm-Aluminizado-Autoadhesivo NO CONFORME,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A5,01853AC,Lamina-A5-5mm-Aluminizado PROMOCION,0
Sin Linea,Laminas Aire Acondicionado, ,01853AD,Lamina-A5-5mm-Aluminizado (x25m)- FUERA DE NORMA,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A5,01853AZ,Lamina-A5-5mm-Aluminizado NO CONFORME,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU5,01853B,Lamina-Alu5-5mm Aluminio (x25m),448.34
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU5,01853BA,Lamina-Alu5-5mm Alum. PROMOCION,0
Sin Linea,Laminas Aire Acondicionado, ,01853BF,Lamina-Alu5-5mm Aluminio x 25m (Fuera de norma),0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU5,01853BL,Lamina-Alu5-5mm Aluminio Blanco,59.11
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU5,01853BZ,Lamina-Alu5-5mm Aluminio Blanco NO CONFORME,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU5,01853C,Lamina-Alu5-5mm Aluminio (m²),1.43
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A10,01854A,Lamina-A10-10mm-Aluminizado (x25m),326.09
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A10,01854AB,Lamina-A10-10mm-Aluminizado AUTOADHESIVO,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A10,01854ABZ,Lamina-A10-10mm-Aluminizado AUTOADHESIVO NO CONFORME,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A10,01854AC,Lamina-A10-10mm-Aluminizado PROMOCION,0
Sin Linea,Laminas Aire Acondicionado, ,01854AF,Lamina-A10-10mm-Aluminizado (Fuera de Norma),0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A10,01854AZ,Lamina-A10-10mm-Aluminizado NO CONFORME,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU10,01854B,Lamina-Alu10-10mm Aluminio (x25m),316.42
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU10,01854BA,Lamina-Alu10-10mm Alum. PROMOCION,0
Sin Linea,Laminas Aire Acondicionado, ,01854BF,Lamina-Alu10-10mm Aluminio x 25m (Fuera de norma),97.65
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU10,01854BL,Lamina-Alu10-10mm Aluminio Blanco,69.42
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU10,01854BZ,Lamina-Alu10-10mm Aluminio NO CONFORME,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU10,01854C,Lamina-Alu10-10mm Aluminio (m²),2.79
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A15,01855A,Lamina-A15-15mm-Aluminizado (x25m),396.4
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A15,01855AB,Lamina-A15-15mm-Aluminizado PROMOCION,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA A15,01855AZ,Lamina-A15-15mm-Aluminizado NO CONFORME,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU15,01855B,Lamina-Alu15-15mm Aluminio (x25m),435.94
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU15,01855BA,Lamina-Alu15-15mm Aluminio PROMOCION,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU15,01855BL,Lamina-Alu15-15mm Aluminio Blanco,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU15,01855BZ,Lamina-Alu15-15mm Aluminio NO CONFORME,0
Sin Linea,Laminas Aire Acondicionado,AA LAMINA ALU15,01855C,Lamina-Alu15-15mm Aluminio (m²),0.18
Sin Linea,Laminas Aire Acondicionado,AA LAMINA R10,01856A,Lamina-R10-10mm-C/Alum.Raf. (x25m),518.05
Sin Linea,Laminas Aire Acondicionado,AA LAMINA R10,01856AB,Lamina-R10-10mm-C/Alum.Raf. PROMOCION (No Usar),0
